Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
115,B0037LW78C,A1Q4PJXI5HS5WT,ceecee,0,0,5,1333065600,Tea review,i love love this green tea  it is very hard to find in our area and some places on the internet charge a big price and i usually dont get as many boxes as i did with this merchant  i will definitely order from this seller again thanks  i depend on my green tea fix everyday
116,B0037LW78C,A2IX1B76ONTXEL,Cinderella,0,0,5,1326585600,Wonderful Tea,i love this tea it helps curb my eating during the day my mom and i have given it all friends to try
117,B0026Y3YBK,A3P60QLFDDCHOY,"Giordano ""GB""",2,2,5,1304899200,Great cookies,im italian and i lived in italy for years i used to buy these cookies for my everyday breakfast with an italian espresso i couldnt find them anywhere here in the bay area so its great to have them again
118,B0026Y3YBK,A38BUM0OXH38VK,singlewinder,0,0,5,1347667200,Best everyday cookie!,in the 1980s i spent several summers in italy this biscotti is often given as a breakfast food or midday snack they are simple and delicious and were not sold in the us back then they are so good that i brought back two bags from a recent trip to italy it is great to see that they may now be found on amazonbr br note it is great to open a bag smell the contents pour a glass of milk then dip the macines in the milk great routine and treat for kids
119,B003SE19UK,AD1WWGMEQ8FWW,Bob Rex,5,5,5,1290988800,So Far So Good,i had heard a little about this product from the local pet store then tried a small bag for our 2 cats of about 3 and 6 years respectively the female younger one took to it right away and the older male who was unfortunately weaned on the junk cat food with all the corn meal and etc in it and would usually refuse a diet change actually liked it too the older male is overweight and we were trying to switch him to soft food on the doctors request but he totally refused it he is a posh cat after all he still consumes too many calories the fatty but at least i know hes eating good food of course i know this product seems to cost more than most other feline food on the market but i just cant see feeding our animals the lousy alternatives that are out there marketed as being healthy why do commercials show cats eating a vegetarian diet which is mostly corn meal is that right ill stay with this for now but stay tunedbr br im updating this review after 9 months of using this cat food for our two cats i upgraded the stars from 4 to 5 as it really has been a good food for the two of them garfield still eats a little too much but hes just a big cat who doesnt exercise much lets face it our female cat will be 4 years old in a couple months and shes so healthy shes tiny but happy and agile i tried the chicken version of holistic select but garfield seemd to miss this sardine version so we went back to this one ive ordered the duck version and will update this once they try it
120,B003SE19UK,A2PM49X61MWZJV,DamiKris,4,4,5,1324166400,Best Cat Food,i started buying this after i noticed my 1 year old cat was already starting to lose his spunk so i decided it was time to start buying him real cat foodnot the garbage in the super markets i found this at the pet store out of the other million choices and im sure there are other brands that are just as good but this is the one i went with to try first and it was a great purchase my cat has been on this for the past 8 months and hes now just has active as he was when he was a kitten and his coat has became sooo soft mainly he loved the taste even more i highly recommend this brand to all my friends and family for their animals
121,B003SE19UK,A3A52DETIFZNZS,Sarah Wilson,4,4,5,1309564800,Great food.,i have done a lot of research to find the best food for my cat and this is an excellent food  that is also according to my holistic veterinarian  they put probiotics on the kibble as the last step which is very important to me  the best thing is that my cat loved it immediately and i had to stop mixing it with the old food because she only would eat holistic select
122,B003SE19UK,A3L15C30CBPZOR,Cynthia G. Pate,2,2,5,1330992000,Perfect Cat Food For Older Cats!,this cat food was recommended by my vet because my 13 year old cleo cat was having trouble keeping any food down and was loosing weight  it stopped her problems  she doesnt eat as much as before since she seems to be more satisfied after eating which helps justify the added price  it aids in digestion since theok sorrysmells are gone if ya know what i mean  had to add that so anyone experiencing problems with their cats can see there are a lot of benifits from this cat food
123,B003SE19UK,A29SUR9R8ZU54B,Alfbo,1,1,5,1313107200,Good for Feline UTI,i have a 4 year old male cat who has chronic urinary tract infections  i feed him this dry food in combination with wet food with water added to it and uri ease  the combination seems to keeps his utis under control  if i switch to another type of dry food his uti gets worse  the other cats seem to enjoy this food as well  its expensive but it seems to be the best solution for me
124,B003SE19UK,A9GRWS6KP8SMA,Anne Kirkwood,1,1,5,1292544000,Palatable and healthy,before i was educated about feline nutrition i allowed my cats to become addicted to dry cat food i always offered both canned and dry but wish i would have fed them premium quality canned food and limited dry food i have two 15 year old cats and two 5 year old cats the only good quality dry foods they will eat are wellness and innova innovas manufacturer was recently purchased by proctergamble i began looking for a replacement after once again offering several samples from my local holistic pet store holistic select was the only one other than the usual wellness and innova they would eat for finicky cats i recommend trying holistic select it is a good quality food that is very palatable for finicky eaters
125,B003SE19UK,ASOEVZ99YWPVL,PurpleGreen,0,0,5,1349049600,Healthy & They LOVE It!,my holistic vet recommended this along with a few other brands we tried them all but my cats prefer this especially the sardine version the best part is their coats are so soft and clean and their eyes are so clear and and i dont want to be rude so ill say this as delicately as i can their waste is far less odorous than cats who eat the mcdonalds junk found in most stores which is a definite plus for me the health benefits are so obvious  i highly recommend holistic select
126,B003SE19UK,A1QAJ948PN36II,Winter Green,0,0,5,1341964800,Wonderful food - perfect for allergic kitties,one of my cats is allergic to fish and beef this formula is one of the few she can eat and it has much better ingredients than the prescription diets available at the vet both of my kitties are very active have soft shiny fur and neither are fat dry food reduces tartar buildup on teeth also
127,B003SE19UK,A1LWFJRITZLYUG,PMG1,0,0,5,1334188800,Holistic select cat food,our cats thrive extremely well on this dry cat food  they definitely have much less hair ball throw ups and their fur is great  they are fit and not over weight  this vendor ships extremely fast  is one of the top amazon suppliers in our book
128,B003OB0IB8,A34UG2TNXIL0Y,Austin H.,4,4,4,1325808000,Tastes great. Love Hot & Spicy. Bad price here.,ive been a fan of hot  spicy maruchan ramen for a long time if you enjoy spice and love ramen youll love this product too bad its way too expensive here on amazon its only 336 per 12 at my walmart
129,B003OB0IB8,A3NVZTGPORNPRW,B. Pearce,4,4,5,1314489600,My favorite ramen,ive been eating ramen noodles since i was a little kid and ive never found a better flavor than hot  spicy chicken  it isnt hot at all to a chilihead like me but it sure is good
130,B003OB0IB8,A28D854VMOEHGX,Benny,3,3,3,1329436800,It burns!,i love spicy ramen but for whatever reasons this thing burns my stomach badly and the burning sensation doesnt go away for like 3 hours not sure if that is healthy or not  and you can buy this at walmart for 028 way cheaper than amazon
131,B003OB0IB8,AISIYS3D2EAOX,RTyst,1,1,5,1330473600,Amazing to the last bite.,always being a fan of ramen as a quick and easy meal finding it on amazon for a decent price and having it delivered to your door by the case is an amazing situation for anyone to find themselves in
132,B003OB0IB8,A2DLRG3YX6A2ZU,luckybabe,2,3,2,1323820800,Not for me,i must be a bit of a wuss because this soup tastes to me how i imagine fire might taste typically i like spicy food if it has a good flavor  i dont find this to be the case with this soup any flavor is killed off by the burn
133,B003OB0IB8,A56HS2VNURVJ0,"J. Espinoza ""jchav1980""",0,0,5,1343606400,Great spicy flavor,i really loved the spicy flavor these had  i found myself liking the broth more than the noodles which is usually the opposite  if you arent used to the heat this might bother you and if you like hot hot foods this might not be enough
134,B003OB0IB8,AOTEC8KEH8JGN,Seth S Moyers,0,0,5,1334880000,Great value and convenient ramen,got these on sale for roughly 25 cents per cup which is half the price of my local grocery stores plus they rarely stock the spicy flavors these things are a great snack for my office where time is constantly crunched and sometimes you cant escape for a real meal this is one of my favorite flavors of instant lunch and will be back to buy every time it goes on sale
135,B003OB0IB8,A1D0URD0AL237J,Mother of Pearl,0,0,5,1334620800,great flavor,i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon
136,B003OB0IB8,A2BZNXMV0LC7OE,Alanna,0,0,4,1333756800,"Tastes great, but is cheaper locally.",i love this flavor of ramen i dont eat other flavors anymore because they taste too bland by comparison for the convenience of having it delivered to my home i have prime so i get it in two days and dont have to pay for the shipping the price on amazon isnt bad at all but it is still cheaper to run down and pick up a case of this at the grocery store
137,B002SRYRE8,A198FU6P1BVUNZ,Sarah,0,0,5,1349740800,Tastes awesome & looks beautiful,the best investment ive ever made for ginger its unbelievable its fibrous like the real ginger has that spicy kick to it but its perfect with the sugar  calms it down  its very worth the 40 for 5lbs of it  ill be getting more soon  i use these as a topper for my ginger cupcakes and cookies
138,B002SRYRE8,A21E0OJ4DSKXNA,Smileface,0,0,5,1342051200,Happy Face,delicious i cannot get australian ginger where i live this compares favorably to australian ginger ive purchased in other cities now i can enjoy it without traveling
139,B002SRYRE8,A1FJJQA34W0F4K,"Gettin Real ""gettin real""",0,0,5,1329177600,Simply the BEST!,i keep trying other brands cheaper brands stupid me this ginger is soooo worth the money tender moist and never a let down
140,B002SRYRE8,A20PK3OCKRRSA5,Mrs. J. Todd,0,0,5,1268265600,Excellent Product/Life Saver,my son has had acid reflux since birth and has been on every medication available with no improvement until an older gentleman came into his work place and told him about this product and i automatically ordered it for him i was really not expecting any better results than the 1000 other things we have tried what a surprise he has not had any heartburn or symptoms since day 2 of starting eating one piece of this ginger each morning he can now eat anything and actually enjoy it this product was a god send for him thank you all for it
141,B001GVISJW,ARS5Q7LR6HWPG,"N. Pine ""pcone""",0,0,4,1314489600,Nice snack,i bought this for our office to give people something sweet to snack on  because its bite size its easier for people to grab a couple a pieces rather than an entire licorice stick my only complaint is that one of the bags broke open in shipping
142,B001GVISJW,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",0,0,4,1301788800,Good Licorice,twizzlers brand licorice is much better than that other well known brandbr if you can get these for 2 to 250 a package with free sh its a good dealbr the black and cherry have good taste but the strawberry taste was too delicate and barely there
143,B001GVISJW,A1ROND7G1QTOFY,Karon Dixon,0,0,5,1285804800,I love these!!!!!!!!,i love thesevery tasty  infact i think i am addicted to thembr buying them in packs of 6 bags  is very reasonable than going to target and getting a bag  savings are about a 100 a bag  i use subscribe and save on these and several other product  i love subscribe and save
144,B001GVISJW,A1Z54EM24Y40LL,c2,0,0,5,1269129600,Great for the kids!,if you are looking for a less messy version of licorice for the children then be sure to try these  theyre soft easy to chew and they dont get your hands all sticky and gross in the car in the summer at the beach etc we love all the flavos and sometimes mix these in with the chocolate to have a very nice snack great item great price too highly recommend
145,B001GVISJW,A281387UUS2IN5,Beantown Jim,0,1,3,1271548800,Bite sized,i might be mistaken but it appears that the pieces in this bag were reduced in size  if they did do that it was doubtlessly done to make it appear that the buyer got a better deal having so many pieces after all  the problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience  as it is you have to use 2 or 3 pieces to match the old piece size  it is not the same
146,B0017I8UME,A2NH6XPAZG881D,MarkD,2,2,5,1240012800,Sweet with a nice kick!,being a fan of newmans pineapple salsa for quite a while i was looking for a comparable salsa  this is one of the best tasting salsas ive ever had  my daughters love it too  they dont like super chunky salsa and the berry mango has a nice smooth texture with small mango pieces  the salsa is not too sweet just sweet enough and although its mild it has a nice little kick to it  at this price its a steal
147,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,the salsa smelled delicious as i think it probably was  but unfortunately the person at amazon that is a packer there is probably several had very little stuffing to work with especially on the bottoms  therefore the bottoms were broken on all three bottles as i reached for my computer i was told no returns cause its a food item  i then looked for a customer service tag and i found none on their new face lift  they seem to be proud of their new face lift butthey should at least have a place to contact them in emergencies  like i buy a lot of stuff and it all comes in styrofoam boxes  never would i ship thingsbr especially salsa  in a cardboard box with just a stripe of large bubble wrap on it  no matter how much the carrier fed ex is careful its going to break somewhere along the line  especially in an all glass container  barbara l s
148,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,this is one of the best salsas that i have found in a long time but stay away from the variety pack the other two that come with it are not worth your money
149,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,these remind me of dog treats i made once using pumpkin and cinnamon theyre kind of bland and not my favorite back to nature product but my finace really loves them so thats where the three stars come from
150,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,this is the best cornmeal i made regular cornbread and hot water cornbread with this meal and both were outstanding also fried some oysters with this meal it gave them a great texture and flovor
151,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,this is a fabulous marinade  i love to use it for chicken either baked in the oven or on the grill  this has enough flavor  flair ive even used it for dinner parties only to receive rave reviews from my guests definitely worth the price super cheap and super easy love it
152,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,works with chicken fish beef or pork fast easy and makes it taste excellent plus buying in bulk is more than 50 off from box stores
153,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,got this for my brother who is on jorge cruise diet and decided to try one for myself  it actually tastes pretty good
154,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,these singles sell for 250  336 at the store for 1 box of 24 singles im not sure why amazon is selling it for 999 for a box of 24 singles  hazelnut coffee creamer is my favorite but truly this is not a good buy
155,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,awesome such a yummy flavor i got it as a healthy alternative to the desserts we normally eat and i am so glad that i did there are so many things you can do with jello desserts and still have them taste good and be good for you i will definitentally be purchasing this product again the flavor was so wonderful
156,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,i went to 4 grocery stores looking for this flavor of jello for my green tomato jam recipe and finally found it here this jello is wonderful evidently its only carried in the stores during the summer but with harvest time in the fall i couldnt find it anywhere in town this jello tastes like watermelon and the jam recipe i made with it takes like watermelon jam great made as regular jello too yummy
157,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,what a deal this is the healthiest salt you can use  this box should last our family the year no problem  iodized sea salt will not raise your blood pressure as regular salt will
158,B0036VM05I,A335SFRERY214N,"D. Melo ""Character Connoisseur""",0,0,5,1349481600,Great tasting sea salt WITH iodine,perfect size sea salt for the table or the picnic basket  we love it shakes well no clumping and flows freely
159,B000ITVLE2,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",17,19,5,1260057600,tastes very fresh,span classtiny length 026 minsbr br spanthe expiration date is 21 months from the day i bought this product the tuna tomato combination is delicious this is one of the many items i reorder on amazon every month or sobr edit added a short video so you see what this combination looks likebr br i was wearing one of those headlamps but i didnt do a good job focusing on the tunabr i should film it over but it doesnt look like many people view this product anyway
160,B000ITVLE2,A395S4RA1X7BFB,Pen_Name123,3,3,5,1315872000,Simple but good,ive never heard of the safcol brand before but i was tired of only trying the typical pouches starkist and chicken of the sea i was really surprised as i thought it was a bit better than the other brands and with less seasoning
161,B000ITVLE2,ADL44P8Z4A3M5,"A. Goldsmith ""Media Hound""",2,2,5,1323043200,tasty!,these are the best tasting tuna pack they make in my opinion  make a great on the go snack and really satisfying with the tomato
162,B000ITVLE2,A1K37I9HWF3SAI,James R. Mckinney,1,1,3,1349222400,Not the greatest tasting..,i have always purchased starkist tuna but thought i would try this brand for a change of pace the taste of the tuna was not pleasant too much basil and other spices for me
163,B000ITVLE2,A6Y8N2GHDH0ZO,Matty,0,0,4,1348272000,Not Bad,im not familiar with the safcol brand but being a tuna addict gave this a shot the tuna tastes like its good quality but i found the tomato basil flavor to be a bit bland its better than something plain but it didnt pack the punch i was hoping for its still a great option for a low calorie low fat meal
164,B000ITVLE2,A5X6PJANY4XW4,"Tcat Houser ""A Customer""",0,0,5,1348099200,"Right size, taste",i found it much tastier than the plain tuna pouches out there excellent quality and no need to dress it upbr br i put it the micro on about 20 power for 1 minute and shazambr br i believe a little heating brings out the flavor
165,B000ITVLE2,ARTBQH9WOZTIV,"Billy Wilson ""amzrview""",0,4,1,1269216000,Tasteless but low calorie,seriously this product was as tasteless as they come there are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack you just have to season it or combine it with something else to share the flavor
166,B003TQQKFQ,A2TUJ3MOKXZVYK,Amy,1,1,5,1338508800,This stuff is sooooo good!,i read about pomegranate molasses so i had to try it i havent made anything with it yet just eaten a little bit at a time but wow is it decadent its dark syrupy sour and a little sweet a dab of this and i forget about dessert its just a really unique flavor with a pleasing metallic undertone yum im going to try making fesenjan next
167,B003TQQKFQ,A2QHQM3HHFUSHG,Catherine Lea,2,3,5,1334102400,Best Stuff Ever,used this in moroccan recipes as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water  wonderful wonderful stuff
168,B007B9J6G2,A34YK0ZTWOR858,NikkiBast,1,1,1,1345420800,Very Low quality,i dont know how long these sat on the back of a shelf somewhere but they were so old that they wouldnt cook  i had to throw half of them out because the skins were damaged a clear sign of dried beans past their prime  i cant even return these or ask for a refund because food is not returnable  will find a different brand to use  for now i have about fifty servings of beans to throw away
169,B0064KO0BU,A34D61RQILOKIJ,TampaBayGal,1,1,1,1350086400,Not Banana Runts,besides being smaller than runts they look the same and have the same consistency  unfortunately they taste nothing like banana runtsnor do they even taste good  yucky stuff  trying to return with vendor
170,B0064KO0BU,AAV3AEI6YSYA2,sue,0,0,3,1345766400,Banana Heads Not Banana Runts,the item over all was fine but the banana heads are not just like banana runts they are alot smaller also when i received the item the packaging was not great the banana heads had come open during shipping and were all over the packing envelope
171,B0064KO0BU,A104Y49ZQ4CYJ2,"H. Adams ""hollya""",0,0,5,1344816000,Worked great!,i purchased as a giveaway for a baby shower with jungle theme they worked out perfect for 25 small bags of candy i purchased 5 if you want more than 25 small bags i would purchase a larger bag
172,B001IUKD76,A2KVCXTQVN18KI,"A. Martin ""tony_fourbu""",3,3,5,1283299200,Ricore forever,i have drunk ricore since my mother allowed be to drink caffeine i love this stuff in milkbr its much smoother and tastier than instant coffee with milk i am french and live in the usbr and bring back boxes of ricore at every opportunity savora is another hidden gem you can bringbr back check it out
173,B001IUKD76,A2K8UBI64T0BM8,A. Carriglio,3,3,5,1262131200,Delicious!,i first had this drink when my mother brought it back with her from a visit to her home in brittany france and thought it was delicious  i wish it were a bit cheaper but other than that i love this product
174,B0081XN2HQ,A3HUV0ZQPXO3V7,Pink Dandy Chatter,0,0,5,1344902400,"Fluffy, Soft, Delicious and Sugary Sweet",i couldnt wait to try the 88243 cinnamon coffee cake because it is made with fresh eggs creamy sour cream madagascar bourbon vanilla and is topped and filled with cinnamon streusel this 88243 cinnamon coffee cake is available online for only 1895 now i have had my fair share of cinnamon coffee cakes but let me just tell you that the fantasicakes cinnamon coffee cake really takes the cake with size price quality and tastebr the cake arrived very fast and was carefully packaged so that it arrived in almost perfect condition it also comes with a large tub of white icing that you can drizzle over the top before serving i couldnt believe how large the size was and it actually fed my family of 5 for us to enjoy during breakfast for three days the cake itself is thick and almost has a solid but sponge cake type consistency that is really moist and very filling the flavors are to die for with the sticky cinnamon outside and sweet cinnamon and vanilla swirled throughout the inside of the cake the icing really tops it off beautifully and gives it that moist and sticky sweet flavor pair the cake with your morning coffee and youve got the perfect breakfast treat
175,B0025VRCJY,A3PPOTV6659ATF,Jerald,5,6,4,1280793600,Great but not as good as it was back in the day as a teen,i used to love these growing up and stopped drinking water and lemon juice from this brand about 56 years ago this stuff used to be so strong i used to just pour some in my mouth and get that alive feeling going it feels like the product went through changes which added more water or something to make it not so strong the stronger it is the less you use as well the product is still really good but the taste is the same quality as the cheaper brand names almost i thought  these would go fast but hey all lemon stuff i love unless it goes bad this is a good product just wish it still had that hit me in the mouth chug sensation it used to be like
176,B0025VRCJY,A2VYRRDJN2UKWB,"Dario Quinonez ""aprilkid""",1,1,5,1299974400,EXCELLENT LEMON JUICE,one of the best lemon juice that i have tried i am recurring customer due to the high quality of this product when the season for fresh lemos is out this one supplement our need for the citrus on the kitchen or refreshmentsbr br i will continue buying it
177,B0025VRCJY,A2ACUGNVT36JYX,Lyannah,0,0,5,1325203200,Great Product,this lemon juice is a must in my kitchen yearround it has a powerful flavor and you dont need much of it to zest up a dish i add a spritz of it to my water nearly every daybr br i will buy this product again and again
178,B0025VRCJY,A3F8JQ5J29GWUV,qv240,0,0,5,1315526400,Handy,fast delivery and good product this is the same lemon juice concentrate you can find in stores and its really handy to have around to add to sauces dressings etc such a pain to squeeze fresh juice everytime you need it nevermind having the lemons on hand to begin with
179,B0025VRCJY,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",0,2,4,1293926400,ReaLemon Juice from Amazon.,this is not as good as the frozen lemon juice but it is good it has a slightly odd flavor perhaps from a preservative sure wish i could order the frozen juice
180,B005CJVVJ8,A3O8ZE8BHREE0W,Tom Falcon,8,8,4,1314316800,"relaxing, almost like something you smoke",couldnt believe it when told how relaxing this beverage was seriously drink it only if you are getting ready for a nap or bedtime if you have plans to drive or perform any other activity not recommendedbr br i feel my arms and legs almost tingle with relaxation after a short time my eyes start to get droopy and i am in another placebr br love this stuff
181,B005CJVVJ8,A3BSTFFIKK5YTW,"BOATS99 ""BOATS99""",6,6,4,1327968000,Never paid that much !,i bought these at grocery outlet here in the seattle tacoma are for 400 a case of tweleve not paying 3800 yes 3 for a dollar i like the taste not great but not bad either low calorie will buy more but not at this whacked out price
182,B005CJVVJ8,A3F44FUPG97AA9,Monie,1,1,5,1339545600,Marley's Mellow Mood Lite - Half Tea Half Lemonade,this is an great product the taste is great and it works exactly as described superb natural sleep aid amazing
183,B005CJVVJ8,A1AL946PZ24084,Melinda K. Sanders,0,0,3,1334707200,Great product to help you sleep,we have been looking for natural ways to help us sleep since we always seem to be overloaded with stress and a busy schedule yes wed probably be better served taking a yoga class but this is a good second choice this helps you fall asleep and stay asleep i drank half the first night and that was plenty for me after about 30 minutes i was ready for bed i woke up refreshed and with no sleepydrug hangover so that is a huge bonusbr br i gave the product 3 stars instead of the 5 it deserves as their packing job was marginal at best the product arrived with 2 broken bottles which at this price is a 6 loss the bottles are glass and all they did was wrap one layer of the smallbubbled bubble wrap around the case and placed it in a larger box with extra room to move around in that box big packing fail but the product is awesome
184,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,1292716800,Perfect for gluten-free chocolate chip cookies,we made chocolate chip cookies with brm garbanzo bean flour and the results were fantastic  the brown sugar and chocolate mask any bean taste that other reviews have mentioned  our friends couldnt discern any difference from classic cccs  the texture body and elasticity meaning reduced tendency to fall apart that occurs with most other glutenfree flours is nice and chewy  the same as cccs made with regular flour  and an added bonus  the high protein and fiber level i calculate 23 g fibercookie fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lowerbr br i highly recommend this flour even if cccs are the only thing you make with it
185,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,1235520000,Garbonzo  Bean Flour,this  is great stuff  made some really tasty banana bread  good quality and lowest price in town
186,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,1337299200,yum falafel,we had trouble finding this locally  delivery was fast no more hunting up and down the flour aisle at our local grocery stores
187,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,1333843200,"Make a fresh fruit tart, light and beautiful",this packet of glaze is the secret to making those european style fresh fruit tarts i am about to make one for a pie auction at church after a friend requested that something strawberry should be offered you can make the most amazing and relatively healthy fruit tarts by baking a base layering it with uncooked fresh sliced fruit then pouring over the madeup contents of one of these packets they harden up at room temperature hold the fruit together so you can slice the tart and they let the beauty of the arranged fruit show through ive also seen this glaze used over cheesecakes to hold a fruit topping in place personally i do not like cheesecake too rich for me but a fruit glazed cheesecake is gorgeous i will admit to do this slice fruit and layer it on the cheesecake while its still in the springform pan pour on the glaze let it set up and then remove the springform youll have a clear layer of fruit on top of the cheesecake cherries strawberries or sliced mangos are nice but the best one i ever had used thin slices of lemons that had been gently poached in sugar syrup before they were layered on the cakebr br i use a base of sponge cake baked in a shallow form but other bases can be pate sucre  a kind of french pastry that is a bit like a sugar cookie that works well in those fluted straightsided forms you can also make minitarts in a muffin pan prebaking each mold with a layer of pie crust even commercial crust works though again i prefer pate sucre it holds its shape better and is more substantial and has a better crumb just blindbake the muffin tins lined with pate then pop them out and fill with fresh fruits berries are great and pour over the glaze some people put a layer of creme patisserie which is a pastry cream like custard but stabilized with flour  below the fruit and i happen to think these taste bestbr br if you get into baking this glaze is a musthave on the shelf the ingredients are vegan tapioca starch carrageenan dextrose cream of tartar locust bean gum so if you are looking to make a vegan tofu cheesecake you can use this on top as well as use it for fruit tarts with a nut crust base
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,my scotties were full of hot spots and when i used this within a week all the hot spots were gone the smell is kinda strong but not bad its tolerablel
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,i bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants  i didnt expect it to taste good but it actually does  ive only had it for a few days and for 5 its totally worth it  my sisters all take ganocafe but now im introducing them to this less expensive similar coffee  i will follow up on this product in a few weeks
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,the coffee is very finely processed and the flavor is just alright  nescafe and mount hagen are better  i bought this to try something other than these two but i probably wont get this again  there is just a slight vitaminy taste but its not overwhelming  its also a bit pricey for what you get
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,this coffee is great because its all organic ingredients  no pesticides to worry about plus it tastes good and you have the healing effects for ganoderma
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,like the other people mentioned this coffee has a great taste ive tried different instant coffees before but this one is one of the better ones another one of my favorites if you want to try it out though not organic is africafe pure instant coffee
193,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,1336089600,Tastes Great. Arrived in 2 days!,tastes great and gives me energy without the jitters love this productbr however i do wish it came in some sort of resealable jar or hard plastic container instead of a ziplock pouch because the ziplock ripped off and quit working after awhile but the product is fantastic just not crazy about the packaging
194,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,1323820800,Great for after lunch,these little guys are tasty and refreshingbr br i usually eat salads for lunch which can do terrible things to breath  i eat 2 of these after lunch because they are so small and i find this sufficiently resolves the problembr br theyre sugar free sugar can actually help the smelly bacteria grow which is great and theyre tasty enough that i almost think of them as part of my lunchbr br this is a good bulk value buy and id highly recommend the mints themselves  cheers
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.",i like these better than the regular altoids but theyre even more costly so youd better like them
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,Altoids mini mints tins,these little tins of sugar free mine mints were a great dealthere perfict for on the gofifty mints per tin is just the right amount to cary alongand there safer for your teeth than the ones with sugarthe price of twelve dollars was very resonablealso there great for shareingif you are looking for a mint try these onesyoull be glad you did
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,Altoids Smalls-Wintergreen,prosbr packaging shipping pricebr sold about a year before its expiration date enough for me to eatshare 9 boxesbr not too fresh like the regular wintergreen and not in a powdery form its a real mintbr br cons none
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,Sugarfree...,be careful not to eat too many of them in one day as one of the chemicals in it is the same as that of a laxative lololol
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,Tasty!!,these mints are really strong and have a great taste they are also a convenient size to carry in a pocket or purse
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,These mints are awesome!,this is a huge supply of them im still working on these and have plenty to spare much more effective than buying one from the grocery store or 711 every time you want a mint
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,Altoids Smalls,even with small containers they dont fill them up  these little tins are less than half filled and at the price charged it seems a ripoff is there some exotic ingredient as costly as gold contained in those tiny squares  or how about the cereal ploy they were filled at the factory but settled in transportbr can manufacturers be honest in their dealings
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,Love these! And reusable containers,i love and use the empty containers for medicineadvil in my purse desk suitcase also line with felt to keep earrings perfect little size to disguise small valuables when traveling and love the mints tiny and powerful without burning my mouth
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,Altoids,received as shown my mother in law likes these and walgreens quit carrying them it was great i could get them on amazon
